IATA,Lat,Lon,Country,Continent
PES,61.8852005,34.15470123,Russia,Europe
PET,-31.718398999999998,-52.327702,Brazil,South America
PEU,15.2622,-83.78119699999999,Honduras,North America
PEV,45.990898,18.240996,Hungary,Europe
PEW,33.9939003,71.51460266,Pakistan,Asia
PEX,65.12110138,57.13079834,Russia,Europe
PEZ,53.11059952,45.02109909,Russia,Europe
PFB,-28.243999,-52.326599,Brazil,South America
PFJ,65.555801,-23.965,Iceland,Europe
PFN,30.212099,-85.6828,United States,North America
PFO,34.7179985,32.48569869999999,Cyprus,Asia
PFQ,39.60359955,47.88150024,Iran,Asia
PFR,-4.329919,20.590124,Congo,Africa
PGA,36.92610168,-111.447998,United States,North America
PGD,26.92020035,-81.99050140000001,United States,North America
PGF,42.74039841,2.87067008,France,Europe
PGH,29.03339958,79.47370148,India,Asia
PGK,-2.162199974,106.1389999,Indonesia,Asia
PGU,27.379601,52.737701,Iran,Asia
PGV,35.6352005,-77.38529968,United States,North America
PGX,45.19810104,0.81555599,France,Europe
PGZ,-25.1847,-50.1441,Brazil,South America
PHA,11.6335001,108.95200349999999,Vietnam,Asia
PHB,-2.893749952,-41.73199844,Brazil,South America
PHC,5.015490055,6.949590206,Nigeria,Africa
PHD,40.47090149,-81.41970062,United States,North America
PHE,-20.37779999,118.6259995,Australia,Oceania
PHF,37.13190079,-76.49299622,United States,North America
PHK,26.78499985,-80.69339752,United States,North America
PHL,39.87189865,-75.2410965,United States,North America
PHN,42.91099929999999,-82.52890015,United States,North America
PHS,16.78289986,100.2789993,Thailand,Asia
PHW,-23.93720055,31.15539932,South Africa,Africa
PHX,33.43429947,-112.012001,United States,North America
PHY,16.6760006,101.1949997,Thailand,Asia
PIA,40.66419983,-89.69329834,United States,North America
PIB,31.46710014,-89.33709717,United States,North America
PID,25.08300018,-77.30000305,Bahamas,North America
PIE,27.91020012,-82.68740082,United States,North America
PIF,22.70019913,120.4820023,Taiwan,Asia
PIH,42.90980148,-112.5960007,United States,North America
PIK,55.50939941,-4.586669922,United Kingdom,Europe
PIL,-26.881224,-58.318026,Paraguay,South America
PIM,32.84069824,-84.88240051,United States,North America
PIN,-2.673019886,-56.77719879,Brazil,South America
PIO,-13.74489975,-76.22029877,Peru,South America
PIP,57.58039856,-157.5720062,United States,North America
PIR,44.38270187,-100.2860031,United States,North America
PIS,46.58769989,0.306665987,France,Europe
PIT,40.49150085,-80.23290253,United States,North America
PIU,-5.205749989,-80.61640167,Peru,South America
PIW,55.58890152,-97.16419983,Canada,North America
PIX,38.554297999999996,-28.441299,Portugal,Europe
PIZ,69.73290253,-163.00500490000002,United States,North America
PJA,67.24559784,23.06889915,Sweden,Europe
PJC,-22.63999939,-55.83000183,Paraguay,South America
PJG,26.9545002,64.13249969,Pakistan,Asia
PJM,8.533329964,-83.30000305,Costa Rica,North America
PKA,60.70289993,-161.7779999,United States,North America
PKB,39.34510039999999,-81.43920135,United States,North America
PKC,53.16790009,158.4539948,Russia,Europe
PKE,-33.13140106,148.2389984,Australia,Oceania
PKG,4.2447199819999994,100.55300140000001,Malaysia,Asia
PKH,37.297501000000004,23.1478,Greece,Europe
PKK,21.4043,95.11125,Myanmar,Asia
PKN,-2.705199957,111.67299650000001,Indonesia,Asia
PKO,9.357689857,2.6096799369999997,Benin,Africa
PKP,-14.80949974,-138.81300349999998,French Polynesia,Oceania
PKR,28.20089912,83.98210144,Nepal,Asia
PKT,-14.25,129.529007,Australia,Oceania
PKU,0.460786015,101.4449997,Indonesia,Asia
PKV,57.78390121,28.39559937,Russia,Europe
PKW,-22.0583,27.8288,Botswana,Africa
PKX,39.509945,116.41091999999999,China,Asia
PKY,-2.225130081,113.9430008,Indonesia,Asia
PKZ,15.13210011,105.78099820000001,Lao People's Democratic Republic,Asia
PLD,9.870510101,-85.48139954,Costa Rica,North America
PLH,50.422798,-4.10583,United Kingdom,Europe
PLL,-3.146039963,-59.98630142,Brazil,South America
PLM,-2.898250103,104.6999969,Indonesia,Asia
PLN,45.57089996,-84.79669952,United States,North America
PLO,-34.605300899999996,135.88000490000002,Australia,Oceania
PLP,8.406669617,-78.14170074,Panama,North America
PLQ,55.97320175,21.09390068,Lithuania,Europe
PLS,21.77359962,-72.26589966,Turks and Caicos Islands,North America
PLU,-19.851200100000003,-43.95059967,Brazil,South America
PLV,49.5685997,34.39720154,Ukraine,Europe
PLW,-0.918542027,119.9100037,Indonesia,Asia
PLX,50.351295,80.234398,Kazakhstan,Asia
PLZ,-33.98490143,25.61730003,South Africa,Africa
PMA,-5.257259846,39.81140137,Tanzania,Africa
PMB,48.94250107,-97.24079895,United States,North America
PMC,-41.43889999,-73.09400177,Chile,South America
PMD,34.62939835,-118.08499909999999,United States,North America
PMF,44.824501,10.2964,Italy,Europe
PMG,-22.5496006,-55.70259857,Brazil,South America
PMH,38.84049988,-82.84729767,United States,North America
PMI,39.55170059,2.7388100619999998,Spain,Europe
PMK,-18.75530052,146.5809937,Australia,Oceania
PML,56.00600052,-160.5610046,United States,North America
PMO,38.175999,13.091,Italy,Europe
PMQ,-46.537898999999996,-70.978699,Argentina,South America
PMR,-40.320598600000004,175.6170044,New Zealand,Oceania
PMS,34.5574,38.316897999999995,Syria,Asia
PMV,10.91260338,-63.96659851,Venezuela,South America
PMW,-10.29150009,-48.35699844,Brazil,South America
PMY,-42.7592,-65.1027,Argentina,South America
PMZ,8.951029777999999,-83.46859741,Costa Rica,North America
PNA,42.77000046,-1.646329999,Spain,Europe
PNB,-10.71940041,-48.39970016,Brazil,South America
PNC,36.73199844,-97.09980011,United States,North America
PNE,40.081902,-75.010597,United States,North America
PNH,11.54660034,104.84400179999999,Cambodia,Asia
PNI,6.985099792000001,158.2089996,Micronesia,Oceania
PNK,-0.15071099999999998,109.4039993,Indonesia,Asia
PNL,36.816502,11.9689,Italy,Europe
PNP,-8.80453968,148.30900569999997,Papua New Guinea,Oceania
PNQ,18.58209991,73.91970062,India,Asia
PNR,-4.816030025,11.88659954,Congo,Africa
PNS,30.47340012,-87.18659973,United States,North America
PNT,-51.67150116,-72.52839661,Chile,South America
PNV,55.72940063,24.46080017,Lithuania,Europe
PNY,11.968,79.812,India,Asia
PNZ,-9.362409592,-40.56909943,Brazil,South America
POA,-29.99440002,-51.17139816,Brazil,South America
POB,35.17089844,-79.01450348,United States,North America
POC,34.09159851,-117.78199769999999,United States,North America
POE,31.044799800000003,-93.1917038,United States,North America
POF,36.77389908,-90.32489777,United States,North America
POG,-0.711739004,8.754380226,Gabon,Africa
POI,-19.54310036,-65.72370148,Bolivia,South America
POJ,-18.67280006,-46.49119949,Brazil,South America
POL,-12.99176216,40.52401352,Mozambique,Africa
POM,-9.443380356,147.22000119999998,Papua New Guinea,Oceania
POO,-21.84300041,-46.56790161,Brazil,South America
POP,19.75790024,-70.56999969,Dominican Republic,North America
POR,61.46170044,21.79999924,Finland,Europe
POS,10.59539986,-61.33720016,Trinidad and Tobago,North America
POT,18.19879913,-76.53450012,Jamaica,North America
POU,41.62659836,-73.88420105,United States,North America
POW,45.47340012,13.61499977,Slovenia,Europe
POX,49.096667,2.040833,France,Europe
POZ,52.42100143,16.82629967,Poland,Europe
PPA,35.61299896,-100.9960022,United States,North America
PPB,-22.17510033,-51.42459869,Brazil,South America
PPC,66.81410217,-150.64399719999997,United States,North America
PPE,31.351987,-113.305177,Mexico,North America
PPF,37.32989883,-95.5062027,United States,North America
PPG,-14.33100033,-170.71000669999998,American Samoa,Oceania
PPI,-33.23889923,137.99499509999998,Australia,Oceania
PPK,54.77470016,69.18389893,Kazakhstan,Asia
PPL,27.517787,86.58445400000001,Nepal,Asia
PPM,26.24710083,-80.11109924,United States,North America
PPN,2.4544,-76.6093,Colombia,South America
PPP,-20.49500084,148.55200200000002,Australia,Oceania
PPQ,-40.90470123,174.9889984,New Zealand,Oceania
PPR,0.84543103,100.3700027,Indonesia,Asia
PPS,9.742119789,118.7590027,Philippines,Asia
PPT,-17.553698999999998,-149.60699499999998,French Polynesia,Oceania
PPW,59.35169983,-2.900279999,United Kingdom,Europe
PPY,-22.28919983,-45.91910172,Brazil,South America
PQC,10.1698,103.9931,Vietnam,Asia
PQI,46.68899918,-68.0447998,United States,North America
PQM,17.533153,-92.015484,Mexico,North America
PQQ,-31.43580055,152.86300659999998,Australia,Oceania
PRA,-31.7948,-60.4804,Argentina,South America
PRB,35.67290115,-120.6269989,United States,North America
PRC,34.65449905,-112.41999820000001,United States,North America
PRG,50.1008,14.26,Czech Republic,Europe
PRH,18.13220024,100.16500090000001,Thailand,Asia
PRI,-4.3192901610000005,55.69139862,Seychelles,Africa
PRM,37.1493,-8.583960000000001,Portugal,Europe
PRN,42.5728,21.035801,Serbia,Europe
PRP,41.66059875,8.889749527000001,France,Europe
PRQ,-26.753611,-60.492222,Argentina,South America
PRU,18.82449913,95.26599884,Myanmar,Asia
PRV,49.42580032,17.40469933,Czech Republic,Europe
PRX,33.63660049,-95.45079803,United States,North America
PRY,-25.6539,28.224199,South Africa,Africa
PRZ,44.28699875,-120.9039993,United States,North America
PSA,43.683899,10.3927,Italy,Europe
PSC,46.26470184,-119.1190033,United States,North America
PSD,31.27939987,32.24000168,Egypt,Africa
PSE,18.00830078,-66.56300354,Puerto Rico,North America
PSG,56.80170059,-132.9450073,United States,North America
PSH,54.30888748,8.686944008,Germany,Europe
PSI,25.29050064,63.34510039999999,Pakistan,Asia
PSJ,-1.4167499540000001,120.65799709999999,Indonesia,Asia
PSL,56.43920135,-3.3722200389999997,United Kingdom,Europe
PSM,43.07789993,-70.82330322,United States,North America
PSO,1.39625,-77.2915,Colombia,South America
PSP,33.82970047,-116.50700379999999,United States,North America
PSR,42.431702,14.1811,Italy,Europe
PSS,-27.3858,-55.9707,Argentina,South America
PSU,0.835578024,112.9369965,Indonesia,Asia
PSX,28.72750092,-96.25099945,United States,North America
PSY,-51.68569946,-57.77759933,Falkland Islands,South America
PSZ,-18.975301,-57.820599,Bolivia,South America
PTA,60.20168100000001,-154.325863,United States,North America
PTB,37.18379974,-77.50740051,United States,North America
PTF,-17.7779007,177.1970062,Fiji,Oceania
PTG,-23.845269000000002,29.458615,South Africa,Africa
PTH,56.95909882,-158.6329956,United States,North America
PTJ,-38.31809998,141.470993,Australia,Oceania
PTK,42.66550064,-83.42009735,United States,North America
PTM,7.566669941000001,-70.1832962,Venezuela,South America
PTP,16.265301,-61.531799,Guadeloupe,North America
PTT,37.70159912,-98.74690247,United States,North America
PTU,59.01139832,-161.82000730000001,United States,North America
PTX,1.8577700000000001,-76.0857,Colombia,South America
PTY,9.071359634,-79.38349915,Panama,North America
PTZ,-1.505239964,-78.06269836,Ecuador,South America
PUB,38.28910065,-104.49700159999999,United States,North America
PUC,39.61389923,-110.7509995,United States,North America
PUD,-47.7353,-65.9041,Argentina,South America
PUE,8.667,-77.418,Panama,North America
PUF,43.38000107,-0.41861099,France,Europe
PUG,-32.50690079,137.71699519999999,Australia,Oceania
PUJ,18.56739998,-68.36340332,Dominican Republic,North America
PUK,-18.29560089,-137.0169983,French Polynesia,Oceania
PUQ,-53.002602,-70.854599,Chile,South America
PUR,-11.107663,-67.55115500000001,Bolivia,South America
PUS,35.17950058,128.93800349999998,"Korea, Republic of",Asia
PUT,14.14929962,77.79109955,India,Asia
PUU,0.505228,-76.5008,Colombia,South America
PUW,46.7439,-117.110001,United States,North America
PUY,44.89350128,13.922200199999997,Croatia,Europe
PUZ,14.047200199999997,-83.38670349,Nicaragua,North America
PVA,13.3569,-81.3583,Colombia,South America
PVC,42.07189941,-70.2213974,United States,North America
PVD,41.732601,-71.42040300000001,United States,North America
PVG,31.14340019,121.8050003,China,Asia
PVH,-8.709289551,-63.90230179,Brazil,South America
PVK,38.92549896,20.76530075,Greece,Europe
PVL,37.561798100000004,-82.56639862,United States,North America
PVO,-1.041650057,-80.47219849,Ecuador,South America
PVR,20.68009949,-105.2539978,Mexico,North America
PVS,64.37809753,-173.2429962,Russia,Europe
PVU,40.21920013,-111.72299960000001,United States,North America
PWA,35.53419876,-97.64710236,United States,North America
PWE,69.78330231,170.5970001,Russia,Europe
PWK,42.114222,-87.901494,United States,North America
PWM,43.64619827,-70.30930328,United States,North America
PWQ,52.19499969,77.07389832,Kazakhstan,Asia
PWT,47.49020004,-122.7649994,United States,North America
PWY,42.79550171,-109.8069992,United States,North America
PXH,-29.715999999999998,135.5244,Australia,Oceania
PXM,15.8769,-97.08910300000001,Mexico,North America
PXO,33.07339859,-16.35000038,Portugal,Europe
PXR,14.86830044,103.4980011,Thailand,Asia
PXU,14.00450039,108.0169983,Vietnam,Asia
PYB,18.87999916,82.55200195,India,Asia
PYE,-9.014369965,-158.0324097,Cook Islands,Oceania
PYH,5.6199898720000006,-67.60610199,Venezuela,South America
PYJ,66.40039825,112.02999879999999,Russia,Europe
PYK,35.77610016,50.8266983,Iran,Asia
PYM,41.909,-70.728798,United States,North America
PYR,37.9207,21.292601,Greece,Europe
PYY,19.37199974,98.43699646,Thailand,Asia
PZA,5.87615,-71.8866,Colombia,South America
PZB,-29.64900017,30.39870071,South Africa,Africa
PZE,50.128101,-5.51845,United Kingdom,Europe
PZH,31.35840034,69.46360016,Pakistan,Asia
PZI,26.54,101.79852,China,Asia
PZL,-27.84939957,32.30970001,South Africa,Africa
PZO,8.28853035,-62.76039886,Venezuela,South America
PZS,-38.76679993,-72.63710022,Chile,South America
PZU,19.43359947,37.23410034,Sudan,Africa
PZY,48.62519836,17.82839966,Slovakia,Europe
QBC,52.387501,-126.596001,Canada,North America
QCJ,-22.939501,-48.467999,Brazil,South America
QCY,53.0929985,-0.166014001,United Kingdom,Europe
QDJ,34.6657,3.3510000000000004,Algeria,Africa
QEF,49.959998999999996,8.645833,Germany,Europe
QFG,60.61971965,-45.91406196,Greenland,North America
QFO,52.090801,0.131944,United Kingdom,Europe
QGQ,67.94066286,-53.62186968,Greenland,North America
QGU,35.39410019,136.86999509999998,Japan,Asia
QHP,-23.0401001,-45.51599884,Brazil,South America
QHR,8.7163,39.0059,Ethiopia,Africa
QIG,-6.34664011,-39.29380035,Brazil,South America
QJB,27.03899956,49.40510178,Saudi Arabia,Asia
QJE,68.857926,-53.12329531,Greenland,North America
QJI,68.6342531,-51.83226228,Greenland,North America
QKX,69.04029846,23.0340004,Norway,Europe
QLA,51.18719864,-1.033499956,United Kingdom,Europe
QLD,36.50360107,2.8141698839999996,Algeria,Africa
QLF,61.144199,25.693501,Finland,Europe
QLP,44.088001,9.98795,Italy,Europe
QLR,39.828334999999996,-8.8875,Portugal,Europe
QLS,46.54529953,6.616670132,Switzerland,Europe
QLT,41.5424,12.909,Italy,Europe
QNC,46.95750046,6.864719868,Switzerland,Europe
QND,45.385799,19.839199,Serbia,Europe
QNJ,46.19200134,6.268390179,France,Europe
QNV,-22.74530029,-43.46030045,Brazil,South America
QOW,5.427060127000001,7.206029892,Nigeria,Africa
QPA,45.395802,11.8479,Italy,Europe
QPD,22.42140007,-83.67839813,Cuba,North America
QPG,1.3604199890000002,103.9100037,Singapore,Asia
QPS,-21.98460007,-47.33480072,Brazil,South America
QPW,68.31265749,-53.46020758,Greenland,North America
QQT,69.99586111,-51.30091667,Greenland,North America
QRA,-26.24250031,28.15119934,South Africa,Africa
QRC,-34.17369843,-70.77570343,Chile,South America
QRM,-32.21469879,148.2250061,Australia,Oceania
QRO,20.6173,-100.185997,Mexico,North America
QRR,-31.73329926,147.8029938,Australia,Oceania
QRW,5.5961099999999995,5.81778,Nigeria,Africa
QRY,68.14088101,-53.44145894,Greenland,North America
QSA,41.52090073,2.105079889,Spain,Europe
QSC,-21.875401,-47.903703,Brazil,South America
QSF,36.17810059,5.32449007,Algeria,Africa
QSI,-3.363329887,37.32690048,Tanzania,Africa
QSN,22.7560997,-81.92089844,Cuba,North America
QSR,40.620399,14.9113,Italy,Europe
QSZ,38.281055,77.075192,China,Asia
QUG,50.85940170000001,-0.7591670159999999,United Kingdom,Europe
QUO,4.8725,8.093,Nigeria,Africa
QUY,52.35720062,-0.10783299800000001,United Kingdom,Europe
QXH,52.203609,13.156389,Germany,Europe
QYD,54.57970047,18.51720047,Poland,Europe
RAB,-4.340459824,152.38000490000002,Papua New Guinea,Oceania
RAC,42.76060104,-87.81520081,United States,North America
RAE,30.90660095,41.13819885,Saudi Arabia,Asia
RAH,29.62639999,43.49060059,Saudi Arabia,Asia
RAI,14.92450047,-23.49349976,Cabo Verde,Africa
RAJ,22.30920029,70.77950287,India,Asia
RAK,31.60689926,-8.036299706,Morocco,Africa
RAL,33.95190048,-117.4449997,United States,North America
RAM,-12.35639954,134.897995,Australia,Oceania
RAO,-21.13638878,-47.77666855,Brazil,South America
RAP,44.04529953,-103.0569992,United States,North America
RAQ,-4.760557,122.56937099999999,Indonesia,Asia
RAR,-21.20269966,-159.80599980000002,Cook Islands,Oceania
RAS,37.323333,49.617778,Iran,Asia
RAT,62.15859985,77.3289032,Russia,Europe
RAZ,33.84970093,73.79810333,Pakistan,Asia
RBA,34.051497999999995,-6.751519999999999,Morocco,Africa
RBB,-4.406340122,-59.60240173,Brazil,South America
RBD,32.68090057,-96.86820221,United States,North America
RBE,13.72999954,106.98699950000001,Cambodia,Asia
RBK,33.57419968,-117.12799840000002,United States,North America
RBL,40.15069962,-122.2519989,United States,North America
RBM,48.90083313,12.51666737,Germany,Europe
RBQ,-14.42790031,-67.49680328,Bolivia,South America
RBR,-9.868888855,-67.89805603,Brazil,South America
RBV,-8.168060302999999,157.6430054,Solomon Islands,Oceania
RBX,6.8249998089999995,29.66900063,Sudan,Africa
RBY,64.72720337,-155.47000119999998,United States,North America
RCA,44.14500046,-103.1039963,United States,North America
RCB,-28.74099922,32.09209824,South Africa,Africa
RCH,11.5262,-72.926,Colombia,South America
RCL,-15.47200012,167.83500669999998,Vanuatu,Oceania
RCM,-20.70190048,143.1150055,Australia,Oceania
RCO,45.88779831,-0.983056009,France,Europe
RCQ,-29.2103,-59.68,Argentina,South America
RCS,51.35189819,0.503332973,United Kingdom,Europe
RCU,-33.08509827,-64.26129913,Argentina,South America
RCY,23.68440056,-74.8361969,Bahamas,North America
RDB,68.03209686,-162.8990021,United States,North America
RDC,-8.033289909,-49.97990036,Brazil,South America
RDD,40.50899887,-122.2929993,United States,North America
RDG,40.37850189,-75.96520233,United States,North America
RDM,44.254100799999996,-121.15000149999999,United States,North America
RDN,5.76527977,103.00700379999999,Malaysia,Asia
RDO,51.3891983,21.21330071,Poland,Europe
RDP,23.6225,87.243,India,Asia
RDR,47.96110153,-97.40119934,United States,North America
RDS,-37.39059829999999,-68.90419769,Argentina,South America
